lane,fold,checkpoint_step,pathology,case_count,dice_mean,hd95_vox_mean,exact_hd_vox_mean,precision_mean,sensitivity_mean,lesion_recall_mean,small_lesion_recall_mean,remote_fp_count_sum,remote_fp_voxels_sum,blood_pool_adjacent_fp_count_sum,blood_pool_adjacent_fp_voxels_sum,pred_component_count_sum,gt_component_count_sum,volume_ratio_mean
m1_myopsnet_l_care,2+3,3500,pure_edema,26,0.19720764404632837,23.55759825461008,30.899319971056535,0.32369966483389223,0.2204378129259023,0.23778943530074753,0.09066666666666666,16,1387,208,29543,151,260,0.7545968887165284
m1_myopsnet_l_care,2+3,4000,scar,26,0.43787574083134867,13.885541881496268,21.358414639482163,0.5108701573202343,0.513386932788949,0.9038461538461539,0.0,11,505,222,53130,50,33,1.4178011177925087
m1_myopsnet_l_care,2+3,4000,pure_edema,26,0.1610260803262099,24.376515373405034,30.29199084511669,0.24915920767657523,0.17984001870776278,0.189758299769612,0.06866666666666667,14,1038,214,23284,129,260,0.5306221224667427
m1_myopsnet_l_care,2+3,4500,scar,26,0.3592807466408532,10.805338134687355,17.231059758317965,0.4785202623336823,0.3708321715258036,0.7307692307692307,1.0,11,707,181,23863,60,33,0.6937577311506442
m1_myopsnet_l_care,2+3,4500,pure_edema,26,0.21595181641609745,18.39026791361208,25.328498204580285,0.2877851007739118,0.25398418003218215,0.2757972419737125,0.12458333333333334,13,383,202,33816,110,260,0.9016159543084203
m1_myopsnet_l_care,2+3,5000,scar,26,0.38757090495565144,12.927133617334048,20.603694762806153,0.46246882370855336,0.44342718762661265,0.8076923076923077,1.0,19,1424,196,42356,75,33,1.076998394535873
m1_myopsnet_l_care,2+3,5000,pure_edema,26,0.17131882787318523,20.35617131561973,26.67495145911318,0.25255229015861796,0.20293829466617197,0.24158047834518426,0.10918650793650794,19,1293,243,37014,133,260,0.9203790379090557
m1_myopsnet_l_care,2+3,5500,scar,26,0.37402965233538754,15.212260014276751,24.0198534408208,0.4729374997342429,0.37905279050117746,0.9230769230769231,1.0,22,1810,179,29259,82,33,0.8257972605278935
m1_myopsnet_l_care,2+3,5500,pure_edema,26,0.19880970357873776,23.906700972761147,32.78185610168246,0.33256783145880353,0.2041993198133123,0.25239980607627666,0.10749206349206349,21,1888,199,23772,123,260,0.7236947946592373
m1_myopsnet_l_care,2+3,6000,scar,26,0.43572444694656337,16.367718470746645,25.147109671021408,0.4634622999820015,0.567413853192082,0.9038461538461539,0.0,21,1178,207,70518,63,33,1.751015322690524
m1_myopsnet_l_care,2+3,6000,pure_edema,26,0.1621599955314593,21.10788045499617,27.63074583321866,0.23117076439798903,0.1737211638577946,0.18621794871794875,0.06866666666666667,14,342,193,20805,122,260,0.49711628706680105
m2_i_mmseg_care,2+3,500,scar,26,0.6983131025186855,5.771919876980628,13.869324214821903,0.6760857189484746,0.7527556161681488,1.0,1.0,14,696,363,28637,62,33,1.16110898568281
m2_i_mmseg_care,2+3,500,pure_edema,26,0.3382440198456633,10.446260594656268,18.62190557699126,0.3096049783337446,0.46728919599713997,0.5315724810634312,0.4053176691729323,18,1256,438,57971,277,260,2.4633106869528403
m2_i_mmseg_care,2+3,1000,scar,26,0.7042474840035943,7.103767899643843,14.6974561264798,0.6801286659243875,0.7618154626513908,1.0,1.0,20,458,369,28647,70,33,1.1699392991542248
m2_i_mmseg_care,2+3,1000,pure_edema,26,0.36347571680862445,10.08137071185366,17.408503463570295,0.33300287219322683,0.4945798031415035,0.5145113370792104,0.3736451545530493,13,1121,402,55280,216,260,2.365624085814772
m2_i_mmseg_care,2+3,1500,scar,26,0.7065171225569944,7.0512596060145984,16.420751753271727,0.6783039789978443,0.7703387444582515,1.0,1.0,19,1215,353,28459,63,33,1.190719254793729
m2_i_mmseg_care,2+3,1500,pure_edema,26,0.36847387092771444,9.739235090644783,15.65383821897474,0.37190518563994523,0.45734472346279376,0.4422343493610462,0.28335338345864663,17,955,393,42004,218,260,1.899393834318591
m2_i_mmseg_care,2+3,2000,scar,26,0.7123580627864808,6.278347821647783,15.073990149423393,0.7244654896144647,0.7290187498328795,1.0,1.0,13,677,359,22069,60,33,1.0453137729678044
m2_i_mmseg_care,2+3,2000,pure_edema,26,0.38641871456854165,10.028270967446009,20.223983555388795,0.37125534893989365,0.49675983443869237,0.47302367692639186,0.3281311612364244,15,718,372,44626,179,260,1.9573015762688482
m2_i_mmseg_care,2+3,2500,scar,26,0.710198632940979,4.515512130158448,12.73111115168365,0.7514446027966202,0.7017193199145163,1.0,1.0,9,305,345,18420,61,33,0.9668170543048217
m2_i_mmseg_care,2+3,2500,pure_edema,26,0.4001552521355337,10.080657331162193,17.700019280533223,0.36205251555140394,0.5439164810606162,0.520676288266786,0.3762086466165414,9,919,398,51489,144,260,2.16853572152819
m2_i_mmseg_care,2+3,3000,scar,26,0.7096836367088124,5.02375917889648,14.407693045958139,0.7271889543182777,0.7239069757405953,1.0,1.0,10,416,349,21215,58,33,1.0335156062868696
m2_i_mmseg_care,2+3,3000,pure_edema,26,0.3900687857259693,9.972616045063692,17.666623757724473,0.3629138233966681,0.5069832924502194,0.48363996486168437,0.33283145363408523,16,1051,396,46639,192,260,1.931503223283399
m2_i_mmseg_care,2+3,3500,scar,26,0.7111199897446187,4.967576824036308,14.520667354215552,0.7200262120353516,0.733971742815619,1.0,1.0,9,429,349,22704,51,33,1.0590971566135736
m2_i_mmseg_care,2+3,3500,pure_edema,26,0.38797255528768027,10.005329867625555,16.684251566338816,0.3827072866656106,0.4749902419485536,0.4625319062536258,0.29860923141186296,9,491,395,39462,185,260,1.6710894709931003
m2_i_mmseg_care,2+3,4000,scar,26,0.7027249887954968,7.204227988107716,15.09653301431023,0.6929753046646118,0.7449122828246586,1.0,1.0,11,1006,347,25664,54,33,1.1189629023025196
m2_i_mmseg_care,2+3,4000,pure_edema,26,0.3879041580686279,9.678141676102582,21.60031993831141,0.3872891276313599,0.4673814755429749,0.4419931878076675,0.2806589390142022,22,843,400,36898,205,260,1.6430487086947065
m2_i_mmseg_care,2+3,4500,scar,26,0.7044044265447504,4.847047775396803,13.777107383019624,0.728073224133478,0.7137748658784561,1.0,1.0,7,338,332,20778,50,33,1.0135200926238421
m2_i_mmseg_care,2+3,4500,pure_edema,26,0.39535264476382587,9.54858942441851,16.40060482914642,0.38691835985735507,0.47834271388177296,0.4785991911557523,0.33302005012531327,14,568,381,38763,197,260,1.628437847811283
m2_i_mmseg_care,2+3,5000,scar,26,0.7043238027090127,5.045318696982589,16.731906382407487,0.7164278401298431,0.7251511430498692,1.0,1.0,11,417,327,22483,54,33,1.0462690351699644
m2_i_mmseg_care,2+3,5000,pure_edema,26,0.392486964757223,9.936887475236619,20.516805489832315,0.3979851426726943,0.4574296262727999,0.45237639434472016,0.2996530910609858,12,437,392,35431,195,260,1.5319326530232615
m2_i_mmseg_care,2+3,5500,scar,26,0.6942827493475298,7.270290154517444,17.510855926732457,0.7088069817110904,0.7143331680735222,1.0,1.0,12,637,321,22978,58,33,1.0440651211653509
m2_i_mmseg_care,2+3,5500,pure_edema,26,0.3797854587289594,9.607885248783402,21.06053166041634,0.40693625698550967,0.4274447692499162,0.4381969651766032,0.2810200501253133,23,532,367,30254,196,260,1.3791372743504566
m2_i_mmseg_care,2+3,6000,scar,26,0.6856353005335118,5.423338714174596,12.021670269354823,0.7434414292246423,0.6679589246479131,1.0,1.0,5,331,276,17905,47,33,0.9249095772052278
m2_i_mmseg_care,2+3,6000,pure_edema,26,0.38653757845631376,10.14324194990206,18.335406102787296,0.4000526876759722,0.45717162222807173,0.4812772446256609,0.33661946532999165,19,487,355,34562,182,260,1.5316582969215775
m3_care_tds,2+3,500,scar,26,0.022935203349639142,136.75003447771616,182.10307909485917,0.019172804214693452,0.034300539874611874,0.47435897435897434,0.0,10595,81343,333,2959,11055,33,1.3239310396640689
m3_care_tds,2+3,500,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,1000,scar,26,0.0,124.26584406022437,127.09838708654017,0.0,0.0,0.0,0.0,1,1,0,0,1,33,9.644317568088882e-06
m3_care_tds,2+3,1000,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,1500,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,1500,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,2000,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,2000,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,2500,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,2500,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,3000,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,3000,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,3500,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,3500,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
m3_care_tds,2+3,4000,scar,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,33,0.0
m3_care_tds,2+3,4000,pure_edema,26,0.0,,,0.0,0.0,0.0,0.0,0,0,0,0,0,260,0.0
