case_rows,empty_prediction_rate,mean_baseline_dice,mean_dice,mean_dice_delta_vs_standard_nnunet,mean_hd95,mean_remote_fp_volume_mm3,pathology,seed,subgroup,variant
44,0.6363636363636364,0.3944358976789887,0.231883272550939,-0.1625526251280497,43.76131553390669,4568.878949471794,edema,20260723,all_cases,teacher_full_view
16,0.0,0.3944358976789887,0.231883272550939,-0.1625526251280497,120.34361771824338,12564.417111047433,edema,20260723,positive_gt,teacher_full_view
16,0.0,0.3944358976789887,0.231883272550939,-0.1625526251280497,120.34361771824338,12564.417111047433,edema,20260723,complete_trimodal,teacher_full_view
7,0.0,0.5029744773313501,0.38979522065600747,-0.11317925667534263,86.84159695248805,9168.16381475046,edema,20260723,CenterB,teacher_full_view
9,0.0,0.3100170023938187,0.10906286846921902,-0.20095413392459965,146.4007449804975,15205.947452611743,edema,20260723,CenterC,teacher_full_view
24,1.0,,,,0.0,0.0,edema,20260723,lge_only,teacher_full_view
4,1.0,,,,0.0,0.0,edema,20260723,lge_c0,teacher_full_view
0,,,,,,,edema,20260723,small_scar,teacher_full_view
0,,,,,,,edema,20260723,large_scar,teacher_full_view
10,0.0,0.2782908961049526,0.0963994661497369,-0.18189142995521568,139.82516647560027,16252.581388628125,edema,20260723,low_baseline,teacher_full_view
6,0.0,0.5880109003023821,0.45768961655294244,-0.13032128374943974,87.87436978931525,6417.476648412943,edema,20260723,high_baseline,teacher_full_view
44,0.0,0.5601692281262312,0.21880164238012065,-0.3413675857461106,93.74715724089639,6502.573820005753,scar,20260723,all_cases,teacher_full_view
43,0.0,0.573196419478004,0.22389005266803041,-0.3493063668099736,93.74715724089639,6652.692724250073,scar,20260723,positive_gt,teacher_full_view
16,0.0,0.6933346102422654,0.41443394842994297,-0.2789006618123225,94.26902617525069,8359.389659674593,scar,20260723,complete_trimodal,teacher_full_view
7,0.0,0.6131815991584469,0.41002822206358874,-0.20315337709485817,73.8854548545321,1927.1482982214486,scar,20260723,CenterB,teacher_full_view
9,0.0,0.7556758410852354,0.41786062449266287,-0.3378152165925725,110.12291498025402,13362.244051915925,scar,20260723,CenterC,teacher_full_view
24,0.0,0.501789292579108,0.120911725012625,-0.3808775675664829,101.0020400693748,6315.918639122344,scar,20260723,lge_only,teacher_full_view
4,0.0,0.3777873129448342,0.02361192238580527,-0.3541753905590289,32.924793629846235,195.24154663085938,scar,20260723,lge_c0,teacher_full_view
0,,,,,,,scar,20260723,small_scar,teacher_full_view
43,0.0,0.573196419478004,0.22389005266803041,-0.3493063668099736,93.74715724089639,6652.692724250073,scar,20260723,large_scar,teacher_full_view
14,0.0,0.32854785692224636,0.10217516482979483,-0.22637269209245156,89.87970122697585,2943.4188812615366,scar,20260723,low_baseline,teacher_full_view
30,0.0,0.6682592013547575,0.27322733190360593,-0.39503186945115143,95.42305484692862,8163.512791419721,scar,20260723,high_baseline,teacher_full_view
44,0.6363636363636364,0.3944358976789887,0.2349168949452733,-0.1595190027337154,43.52241149280473,3428.6301498455973,edema,20260724,all_cases,teacher_full_view
16,0.0,0.3944358976789887,0.2349168949452733,-0.1595190027337154,119.68663160521302,9428.732912075393,edema,20260724,positive_gt,teacher_full_view
16,0.0,0.3944358976789887,0.2349168949452733,-0.1595190027337154,119.68663160521302,9428.732912075393,edema,20260724,complete_trimodal,teacher_full_view
7,0.0,0.5029744773313501,0.3926704625757899,-0.11030401475556016,93.98883891436833,8238.048066470834,edema,20260724,CenterB,teacher_full_view
9,0.0,0.3100170023938187,0.11221967567709365,-0.19779732671672498,139.6738036980922,10354.821125323382,edema,20260724,CenterC,teacher_full_view
24,1.0,,,,0.0,0.0,edema,20260724,lge_only,teacher_full_view
4,1.0,,,,0.0,0.0,edema,20260724,lge_c0,teacher_full_view
0,,,,,,,edema,20260724,small_scar,teacher_full_view
0,,,,,,,edema,20260724,large_scar,teacher_full_view
10,0.0,0.2782908961049526,0.10851709151039664,-0.16977380459455596,129.55260647036854,11116.96924255188,edema,20260724,low_baseline,teacher_full_view
6,0.0,0.5880109003023821,0.44558323400340094,-0.14242766629898115,103.24334016328713,6615.005694614579,edema,20260724,high_baseline,teacher_full_view
44,0.022727272727272728,0.5601692281262312,0.2069055525038208,-0.3662908669741832,94.13411637768571,6902.246471975759,scar,20260724,all_cases,teacher_full_view
43,0.0,0.573196419478004,0.2069055525038208,-0.3662908669741832,96.32328187484119,7062.763831789149,scar,20260724,positive_gt,teacher_full_view
16,0.0,0.6933346102422654,0.40345329225516524,-0.2898813179871002,88.63252784110821,5272.247548993979,scar,20260724,complete_trimodal,teacher_full_view
7,0.0,0.6131815991584469,0.3533595470924692,-0.2598220520659777,69.10867897860103,3258.4849866136688,scar,20260724,CenterB,teacher_full_view
9,0.0,0.7556758410852354,0.44241509404837326,-0.3132607470368621,103.81774362305822,6838.50731973422,scar,20260724,CenterC,teacher_full_view
24,0.0,0.501789292579108,0.09898891633436442,-0.4028003762447434,108.22332808572641,9081.879453475847,scar,20260724,lge_only,teacher_full_view
4,0.25,0.3777873129448342,0.021984029852301995,-0.481732387407477,31.605200275751592,344.44427490234375,scar,20260724,lge_c0,teacher_full_view
0,,,,,,,scar,20260724,small_scar,teacher_full_view
43,0.0,0.573196419478004,0.2069055525038208,-0.3662908669741832,96.32328187484119,7062.763831789149,scar,20260724,large_scar,teacher_full_view
14,0.07142857142857142,0.32854785692224636,0.08489192200700754,-0.26892884698618086,96.01306287428854,5840.929575731384,scar,20260724,low_baseline,teacher_full_view
30,0.0,0.6682592013547575,0.25977812571910663,-0.40848107563565084,93.25727467927105,7397.5276902231335,scar,20260724,high_baseline,teacher_full_view
